transaction_id,customer_id,customer_name,product_id,product_name,transaction_date,quantity,unit_price,revenue
T00473,C0013,Zenith Diagnostics Hyderabad Branch 2,SP002,MET 500MG,2026-07-14,15,185.5,2782.5
T00474,C0016,Medisource Pharmacy Pune Branch 2 Pvt. Ltd.,SP005,OMEP 20MG,2026-06-14,13,185.5,2411.5
T00475,C0101,Zenith Diagnostics Chennai Branch 13,SP006,CETI 10MG,2026-07-18,2,240.0,480.0
T00476,C0061,Zenith Diagnostics Hyderabad Branch 8,SP003,ATORVA 10MG,2026-06-26,20,75.0,1500.0
T00477,C0103,Nova Health Distributors Hyderabad Branch 13,SP001,AMOX 500MG,2026-06-03,27,185.5,5008.5
T00478,C0054,Meera Pharmacy Delhi 054,SP004,PCM 650MG,2026-01-08,35,120.0,4200.0
T00479,C0118,Lifeline Hospital Pune Branch 15,SP001,AMOX 500MG,2026-03-07,10,75.0,750.0
T00480,C0054,Meera Pharmacy Delhi 054,SP006,CETI 10MG,2026-07-02,23,120.0,2760.0
T00481,C0050,Sunrise Clinic Bangalore Branch 7,SP006,CETI 10MG,2026-04-27,45,120.0,5400.0
T00482,C0095,Nova Health Distributors Chennai Branch 12,SP005,OMEP 20MG,2026-05-03,22,240.0,5280.0
T00483,C0117,Rohan Pharmacy Mumbai 117,SP001,AMOX 500MG,2026-05-27,50,185.5,9275.0
T00484,C0030,Meera Pharmacy Delhi 030,SP002,MET 500MG,2026-01-14,23,240.0,5520.0
T00485,C0083,Green Valley Pharmacy Chennai Branch 11,SP005,OMEP 20MG,2026-05-27,12,240.0,2880.0
T00486,C0102,Meera Pharmacy Delhi 102,SP001,AMOX 500MG,2026-01-25,44,42.5,1870.0
T00487,C0029,Zenith Diagnostics Chennai Branch 4,SP002,MET 500MG,2026-03-11,9,42.5,382.5
T00488,C0044,  carewell medical centre bangalore branch 6  ,SP005,OMEP 20MG,2026-05-23,11,120.0,1320.0
T00489,C0108,Kavya Pharmacy Delhi 108,SP003,ATORVA 10MG,2026-07-08,50,42.5,2125.0
T00490,C0012,Kavya Pharmacy Delhi 012,SP005,OMEP 20MG,2026-04-06,42,120.0,5040.0
T00491,C0032,Medisource Pharmacy Bangalore Branch 4 Pvt. Ltd.,SP002,MET 500MG,2026-02-24,30,240.0,7200.0
T00492,C0107,Green Valley Pharmacy Chennai Branch 14,SP001,AMOX 500MG,2026-07-25,49,185.5,9089.5
T00493,C0043,Green Valley Pharmacy Hyderabad Branch 6,SP005,OMEP 20MG,2026-06-19,17,185.5,3153.5
T00494,C0041,Apollo Hospitals Chennai Branch 6,SP001,AMOX 500MG,2026-01-07,46,240.0,11040.0
T00495,C0069,Rohan Pharmacy Mumbai 069,SP001,AMOX 500MG,2026-05-18,28,120.0,3360.0
T00496,C0024,Nisha Pharmacy Delhi 024 Pvt. Ltd.,SP001,AMOX 500MG,2026-06-22,32,42.5,1360.0
T00497,C0015,Arjun Pharmacy Mumbai 015,SP002,MET 500MG,2026-07-02,4,185.5,742.0
T00498,C0002,Sunrise Clinic Bangalore Branch 1,SP002,MET 500MG,2026-07-15,20,42.5,850.0
T00499,C0008,Medisource Pharmacy Bangalore Branch 1 Pvt. Ltd.,SP001,AMOX 500MG,2026-01-03,30,185.5,5565.0
T00500,C0034,Sunrise Clinic Pune Branch 5,SP001,AMOX 500MG,2026-07-28,9,185.5,1669.5
